station,date,rain,avg_temp,delta_temp,max_temp,min_temp,radiation,max_trh,min_trh,avg_trh,,,
9021,1996/1/3,0,22.3,8.8,26.7,17.9,32.1,65.1,100,82.55,,,
9021,1996/1/4,0,21,11,26.5,15.5,29.8,44.5,87.5,66,,,
9021,1996/1/5,0,20.55,14.9,28,13.1,34.1,31.8,79.7,55.75,,,
9021,1996/1/6,0,25.95,17.3,34.6,17.3,34,23.6,65.9,44.75,,,
9021,1996/1/7,0,28.65,19.3,38.3,19,34,15.1,46.4,30.75,,,
9021,1996/1/8,0,25.8,16.2,33.9,17.7,33.7,33.3,86.9,60.1,,,
9021,1996/1/9,0,23.2,12,29.2,17.2,33.3,37.5,77.5,57.5,,,
9021,1996/1/10,0,22.7,13.4,29.4,16,33.3,36.6,82.5,59.55,,,
9021,1996/1/11,0,25.6,14.4,32.8,18.4,32.9,27.1,63.8,45.45,,,
9021,1996/1/12,0,21.6,12.8,28,15.2,33,40.7,89.2,64.95,,,
9021,1996/1/13,0,20,11.8,25.9,14.1,30.6,36.5,75.9,56.2,,,
9021,1996/1/14,0,21.1,15.8,29,13.2,33,20.5,54.1,37.3,,,
9021,1996/1/15,0,25.15,17.7,34,16.3,33.9,18.8,54,36.4,,,
9021,1996/1/16,0,28.85,19.3,38.5,19.2,33.2,13.7,41.8,27.75,,,
9021,1996/1/17,0,32.05,18.3,41.2,22.9,27,10.8,30.5,20.65,,,
9021,1996/1/18,0,23.9,10.4,29.1,18.7,31.9,53.1,99.3,76.2,,,
9021,1996/1/19,0,22.7,14.2,29.8,15.6,32.6,26.7,63.2,44.95,,,
9021,1996/1/20,0,22.1,17,30.6,13.6,31.6,19.8,55.9,37.85,,,
9021,1996/1/21,0,24.7,19.2,34.3,15.1,32.7,18.9,59.5,39.2,,,
9021,1996/1/22,0,29.25,17.7,38.1,20.4,32.1,14.9,41.3,28.1,,,
9021,1996/1/23,0,29.35,13.7,36.2,22.5,32,22.1,48.8,35.45,,,
9021,1996/1/24,0,24.4,16.4,32.6,16.2,31.4,21.1,56.5,38.8,,,
9021,1996/1/25,0,24.9,16.2,33,16.8,31.2,19.7,51.8,35.75,,,
9021,1996/1/26,0,20.65,13.5,27.4,13.9,31.9,34.3,78.8,56.55,,,
9021,1996/1/27,0,21.2,14,28.2,14.2,32.2,35.3,83.4,59.35,,,
9021,1996/1/28,0,23.8,14.6,31.1,16.5,31.4,25.7,61.8,43.75,,,
9021,1996/1/29,0,20.65,9.9,25.6,15.7,14.8,53,97.6,75.3,,,
9021,1996/1/30,1.8,20.25,7.1,23.8,16.7,24.9,43.1,66.8,54.95,,,
9021,1996/1/31,0,20.55,15.3,28.2,12.9,30.6,42.9,100,71.45,,,
9021,1996/2/1,0,25.9,17.4,34.6,17.2,33.2,28.7,80.6,54.65,,,
9021,1996/2/2,0,28.9,20.4,39.1,18.7,32.7,19.6,64,41.8,,,
9021,1996/2/3,0,29.45,12.5,35.7,23.2,32.4,24.8,51,37.9,,,
9021,1996/2/4,0,28.15,15.1,35.7,20.6,31.9,29.4,70.9,50.15,,,
9021,1996/2/5,0,28.05,12.9,34.5,21.6,31.8,28.3,60.1,44.2,,,
9021,1996/2/6,0,27.05,15.9,35,19.1,22.4,30.8,78.3,54.55,,,
9021,1996/2/7,0.4,28.3,11.4,34,22.6,14.2,36.5,70.8,53.65,,,
9021,1996/2/8,0,28.95,13.5,35.7,22.2,20.2,32.7,71.4,52.05,,,
9021,1996/2/9,0,30.85,14.3,38,23.7,24.4,18.9,42.7,30.8,,,
9021,1996/2/10,0,32.65,14.9,40.1,25.2,29.3,12.3,28.4,20.35,,,
9021,1996/2/11,0,33.55,18.1,42.6,24.5,30.4,9.1,25.1,17.1,,,
9021,1996/2/12,0,30.8,18.8,40.2,21.4,30.3,6.4,18.8,12.6,,,
9021,1996/2/13,0,27.2,15,34.7,19.7,29.1,33.4,80.6,57,,,
9021,1996/2/14,0,27.25,18.9,36.7,17.8,29.1,25.6,77.6,51.6,,,
9021,1996/2/15,0,31.7,23,43.2,20.2,30.2,18.7,68.9,43.8,,,
9021,1996/2/16,0,30.2,21,40.7,19.7,29.3,17.2,57.5,37.35,,,
9021,1996/2/17,0,25.35,13.1,31.9,18.8,29.8,33,71.9,52.45,,,
9021,1996/2/18,0,22.9,8.6,27.2,18.6,14.7,41.6,70,55.8,,,
9021,1996/2/19,0,22.4,13.6,29.2,15.6,28.8,26.4,60.4,43.4,,,
9021,1996/2/20,0,23.55,14.7,30.9,16.2,27.9,26.2,63.6,44.9,,,
9021,1996/2/21,0,26.5,18.2,35.6,17.4,28.9,23.4,68.5,45.95,,,
9021,1996/2/22,0,25.7,16.4,33.9,17.5,28.3,27.6,73,50.3,,,
9021,1996/2/23,0,28.7,17.4,37.4,20,24.5,21.8,59.9,40.85,,,
9021,1996/2/24,0,26.65,14.3,33.8,19.5,28.6,29.5,68.4,48.95,,,
9021,1996/2/25,0,30.5,21.2,41.1,19.9,28.3,18.2,61.1,39.65,,,
9021,1996/2/26,0,27.4,15.8,35.3,19.5,27.5,27.3,68.9,48.1,,,
9021,1996/2/27,0,24.5,13.8,31.4,17.6,28.2,27.2,62.1,44.65,,,
9021,1996/2/28,0,23.75,14.7,31.1,16.4,28.3,23.2,56.3,39.75,,,
9021,1996/2/29,0,27.6,14.8,35,20.2,28.6,17.2,41,29.1,,,
9021,1996/3/1,0,25.25,19.5,35,15.5,28.2,22.1,70.5,46.3,,,
9021,1996/3/2,0,28.25,16.5,36.5,20,28,24.2,63.3,43.75,,,
9021,1996/3/3,0,23.15,10.5,28.4,17.9,27.7,42.4,80,61.2,,,
9021,1996/3/4,0,22.15,11.1,27.7,16.6,22.4,45,88.5,66.75,,,
9021,1996/3/5,0,21.4,14,28.4,14.4,23.1,38.3,90.3,64.3,,,
9021,1996/3/6,0,22.3,13.2,28.9,15.7,26.1,23.6,52.7,38.15,,,
9021,1996/3/7,0,24.05,15.9,32,16.1,26.7,23.3,60.7,42,,,
9021,1996/3/8,0,30.25,19.7,40.1,20.4,24.5,15.8,48.8,32.3,,,
9021,1996/3/9,0,33.8,15.2,41.4,26.2,15.3,15.1,35.3,25.2,,,
9021,1996/3/10,0.4,23.25,8.7,27.6,18.9,14.2,47.7,80.6,64.15,,,
9021,1996/3/11,0,21.6,14.2,28.7,14.5,25.2,23.9,57,40.45,,,
9021,1996/3/12,0,24.45,16.7,32.8,16.1,24.3,24.5,66.7,45.6,,,
9021,1996/3/13,0,26.3,15.8,34.2,18.4,22.6,26.2,66.7,46.45,,,
9021,1996/3/14,0.6,21.95,3.7,23.8,20.1,10.4,81.8,100,90.9,,,
9021,1996/3/15,3.2,17.75,9.9,22.7,12.8,18.1,39.9,74.5,57.2,,,
9021,1996/3/16,0,20.7,9.6,25.5,15.9,20.5,53.3,96.4,74.85,,,
9021,1996/3/17,0,21.85,16.9,30.3,13.4,21.5,37.5,100,68.75,,,
9021,1996/3/18,0,21.6,14.8,29,14.2,21.8,40.4,100,70.2,,,
9021,1996/3/19,0,19.9,14.8,27.3,12.5,23.3,26.7,67,46.85,,,
9021,1996/3/20,0,22.2,16.2,30.3,14.1,24.3,21.8,58.5,40.15,,,
9021,1996/3/21,0,26.95,16.5,35.2,18.7,20,14.9,39.4,27.15,,,
9021,1996/3/22,0,21.75,6.7,25.1,18.4,8.6,60.9,91.7,76.3,,,
9021,1996/3/23,0,17.75,13.5,24.5,11,15.9,33.8,79.3,56.55,,,
9021,1996/3/24,0,20.6,11.6,26.4,14.8,22.2,34.3,70.1,52.2,,,
9021,1996/3/25,0,22.2,13.2,28.8,15.6,21.6,31.8,71.1,51.45,,,
9021,1996/3/26,0,22,10.2,27.1,16.9,17.1,42.9,80,61.45,,,
9021,1996/3/27,0.2,18.7,5.4,21.4,16,12.4,65.2,91.4,78.3,,,
9021,1996/3/28,0.4,18.4,9.2,23,13.8,17.8,53.1,94.5,73.8,,,
9021,1996/3/29,0,16.4,17,24.9,7.9,21.7,36.5,100,68.25,,,
9021,1996/3/30,0,19.1,15.6,26.9,11.3,22.1,28.8,76.2,52.5,,,
9021,1996/3/31,0,21.7,13.6,28.5,14.9,21.7,28,64.4,46.2,,,
9021,1996/4/1,0,22.55,13.9,29.5,15.6,20.4,25.2,58.7,41.95,,,
9021,1996/4/2,0,24.3,15,31.8,16.8,21.6,20.2,49.7,34.95,,,
9021,1996/4/3,0,25.05,11.7,30.9,19.2,17.7,30.2,60.7,45.45,,,
9021,1996/4/4,0,23.95,7.5,27.7,20.2,16.5,45.2,71,58.1,,,
9021,1996/4/5,0,18.95,5.5,21.7,16.2,13.9,48.6,68.5,58.55,,,
9021,1996/4/6,0,16.4,14.8,23.8,9,20.3,32.9,84.5,58.7,,,
9021,1996/4/7,0,19.7,16.6,28,11.4,19.2,30.4,85.4,57.9,,,
9021,1996/4/8,0,23.2,13.6,30,16.4,18.2,22.2,50.4,36.3,,,
9021,1996/4/9,0,26.35,12.5,32.6,20.1,15.2,20.7,43.4,32.05,,,
9021,1996/4/10,0,26.25,11.3,31.9,20.6,11.7,28.8,56.1,42.45,,,
9021,1996/4/11,1.4,19.55,4.1,21.6,17.5,11,53.1,68.5,60.8,,,
9021,1996/4/12,3.2,18.6,8,22.6,14.6,8.8,50.3,83.1,66.7,,,
9021,1996/4/13,0.2,17.15,14.3,24.3,10,18.2,44.5,100,72.25,,,
9021,1996/4/14,0,20.15,14.5,27.4,12.9,13.9,29.3,72,50.65,,,
9021,1996/4/15,0,22.3,14.6,29.6,15,17.3,27.7,67.5,47.6,,,
9021,1996/4/16,0,22.85,13.3,29.5,16.2,18.1,30.1,67.4,48.75,,,
9021,1996/4/17,0,25.9,16,33.9,17.9,15.8,19.5,50.2,34.85,,,
9021,1996/4/18,0,26.15,8.9,30.6,21.7,15,24.4,41.2,32.8,,,
9021,1996/4/19,1.6,20.45,3.9,22.4,18.5,3.5,80.1,100,90.05,,,
9021,1996/4/20,8.2,17.15,7.1,20.7,13.6,14,41.4,64.9,53.15,,,
9021,1996/4/21,2,14.4,15.2,22,6.8,17.4,39,100,69.5,,,
9021,1996/4/22,0,14.8,13.8,21.7,7.9,13.1,43.2,100,71.6,,,
9021,1996/4/23,0,14.7,13.8,21.6,7.8,16.1,53.9,100,76.95,,,
9021,1996/4/24,0,16.55,12.7,22.9,10.2,10.4,42.6,95.7,69.15,,,
9021,1996/4/25,0,17.5,11,23,12,7.2,56.6,100,78.3,,,
9021,1996/4/26,0,19.35,13.7,26.2,12.5,15.3,46.2,100,73.1,,,
9021,1996/4/27,0,17.75,15.1,25.3,10.2,17.1,44.4,100,72.2,,,
9021,1996/4/28,0,20.9,12.6,27.2,14.6,17,36.9,80.1,58.5,,,
9021,1996/4/29,0,22.25,13.5,29,15.5,16.3,29.7,67.6,48.65,,,
9021,1996/4/30,0,20.7,13.8,27.6,13.8,13.5,29,67.9,48.45,,,
9021,1996/5/1,0,19.95,10.1,25,14.9,14.7,48.3,90.4,69.35,,,
9021,1996/5/2,0,18.5,16,26.5,10.5,15.2,36.1,98.5,67.3,,,
9021,1996/5/3,0,19.6,15.8,27.5,11.7,13.2,28.9,77.1,53,,,
9021,1996/5/4,0,19.35,10.9,24.8,13.9,9.2,55.6,100,77.8,,,
9021,1996/5/5,2.6,17.75,9.9,22.7,12.8,13.3,39.5,73.8,56.65,,,
9021,1996/5/6,0,21.55,12.1,27.6,15.5,9.8,33.9,71,52.45,,,
9021,1996/5/7,0,26.1,12.4,32.3,19.9,5.1,18.6,38.7,28.65,,,
9021,1996/5/8,12,20.7,6.2,23.8,17.6,6,63.8,93.5,78.65,,,
9021,1996/5/9,4,19.3,7.6,23.1,15.5,12.3,62.6,100,81.3,,,
9021,1996/5/10,2.4,16.9,6.2,20,13.8,9.8,64.6,95.8,80.2,,,
9021,1996/5/11,0.6,12.45,13.9,19.4,5.5,14.7,45.7,100,72.85,,,
9021,1996/5/12,0,12.9,16.6,21.2,4.6,15.3,40.1,100,70.05,,,
9021,1996/5/13,0,14.85,13.9,21.8,7.9,14.8,34.9,85.5,60.2,,,
9021,1996/5/14,0,18.05,12.9,24.5,11.6,14.4,27.7,62.3,45,,,
9021,1996/5/15,0,18.35,6.1,21.4,15.3,1,40,58.7,49.35,,,
9021,1996/5/16,2.2,18.2,7.6,22,14.4,7.5,62.8,100,81.4,,,
9021,1996/5/17,0.8,16.9,6.6,20.2,13.6,9.7,62.1,94.4,78.25,,,
9021,1996/5/18,0,13,12.8,19.4,6.6,14,42.6,98.6,70.6,,,
9021,1996/5/19,0,13.6,14.8,21,6.2,14,34.6,90.8,62.7,,,
9021,1996/5/20,0,15.05,15.7,22.9,7.2,13.2,31.5,86.7,59.1,,,
9021,1996/5/21,0,14.9,16,22.9,6.9,11.3,30.8,86.5,58.65,,,
9021,1996/5/22,0,15.85,15.7,23.7,8,9,33.1,90.5,61.8,,,
9021,1996/5/23,0,16.25,16.1,24.3,8.2,12.4,39.8,100,69.9,,,
9021,1996/5/24,0,18.45,11.1,24,12.9,12.8,40.2,80.7,60.45,,,
9021,1996/5/25,0,18.3,12.8,24.7,11.9,12.9,27,60.3,43.65,,,
9021,1996/5/26,0,19.15,11.9,25.1,13.2,9.7,26.1,54.7,40.4,,,
9021,1996/5/27,0,15,17,23.5,6.5,12.7,34.9,100,67.45,,,
9021,1996/5/28,0,16.75,16.3,24.9,8.6,13,35.3,99.4,67.35,,,
9021,1996/5/29,0,18.05,17.1,26.6,9.5,12.3,17.8,52.3,35.05,,,
9021,1996/5/30,0,18.35,18.5,27.6,9.1,12.1,18.7,59.7,39.2,,,
9021,1996/5/31,25.4,17.95,4.1,20,15.9,6.5,64.2,83.1,73.65,,,
9021,1996/6/1,1.2,16.2,4.6,18.5,13.9,6.2,72.3,97,84.65,,,
9021,1996/6/2,0,15.9,10.2,21,10.8,8.3,55.5,100,77.75,,,
9021,1996/6/3,0.8,15.5,7.6,19.3,11.7,7.5,69.7,100,84.85,,,
9021,1996/6/4,0,14.4,11.2,20,8.8,12.5,37.7,77.7,57.7,,,
9021,1996/6/5,0,13.2,13.2,19.8,6.6,12.4,44.6,100,72.3,,,
9021,1996/6/6,0,13.1,14.8,20.5,5.7,12.2,41.5,100,70.75,,,
9021,1996/6/7,0,14.95,11.1,20.5,9.4,11.8,37.8,77.2,57.5,,,
9021,1996/6/8,0,16.15,10.7,21.5,10.8,11.3,35.9,71.1,53.5,,,
9021,1996/6/9,0,17.2,9.4,21.9,12.5,7.2,52.5,95.3,73.9,,,
9021,1996/6/10,4.8,17.75,9.7,22.6,12.9,6.3,62.4,100,81.2,,,
9021,1996/6/11,1.6,16,11.6,21.8,10.2,10,58.2,100,79.1,,,
9021,1996/6/12,0.2,14.8,10.8,20.2,9.4,7.2,54.1,100,77.05,,,
9021,1996/6/13,0.2,13.8,13.4,20.5,7.1,8.6,48.5,100,74.25,,,
9021,1996/6/14,0,16.6,12,22.6,10.6,11.4,45.2,97.1,71.15,,,
9021,1996/6/15,0,15.3,10.8,20.7,9.9,5.6,56.1,100,78.05,,,
9021,1996/6/16,13.2,14.65,7.5,18.4,10.9,7.4,64.8,100,82.4,,,
9021,1996/6/17,1.4,15.95,8.9,20.4,11.5,6.5,54.3,95.9,75.1,,,
9021,1996/6/18,18.4,16.55,6.9,20,13.1,7.4,57.8,89.6,73.7,,,
9021,1996/6/19,40.6,15.9,5,18.4,13.4,4.8,66.2,91.1,78.65,,,
9021,1996/6/20,40.2,15.6,6,18.6,12.6,5,66.3,97.4,81.85,,,
9021,1996/6/21,24.8,13.1,2.6,14.4,11.8,1,78.1,92.5,85.3,,,
9021,1996/6/22,21.8,11.6,10.2,16.7,6.5,5.4,58.9,100,79.45,,,
9021,1996/6/23,1.2,12.65,7.3,16.3,9,5.1,74,100,87,,,
9021,1996/6/24,7.8,11.75,7.5,15.5,8,8.7,60.8,99.8,80.3,,,
9021,1996/6/25,0,12.35,14.5,19.6,5.1,10.8,41.2,100,70.6,,,
9021,1996/6/26,0,12.5,10.2,17.6,7.4,2.7,45.2,88.4,66.8,,,
9021,1996/6/27,17.2,15.15,6.5,18.4,11.9,2.7,70.9,100,85.45,,,
9021,1996/6/28,17.6,16.55,6.9,20,13.1,9.7,49.6,77,63.3,,,
9021,1996/6/29,0,16.6,9.6,21.4,11.8,8.5,53,97.6,75.3,,,
9021,1996/6/30,19,15.3,4.6,17.6,13,5.5,48.2,64.8,56.5,,,
9021,1996/7/1,3.8,13.9,10.6,19.2,8.6,8.9,54,100,77,,,
9021,1996/7/2,2.6,15.55,8.5,19.8,11.3,6.6,66.3,100,83.15,,,
9021,1996/7/3,23.8,14.1,4.2,16.2,12,7.7,71.7,94.2,82.95,,,
9021,1996/7/4,6.2,14.7,6.6,18,11.4,6.7,70.8,100,85.4,,,
9021,1996/7/5,3.8,14.35,8.3,18.5,10.2,6.6,61.1,100,80.55,,,
9021,1996/7/6,0,13.95,12.9,20.4,7.5,12.1,47.6,100,73.8,,,
9021,1996/7/7,0,14.7,9.8,19.6,9.8,2.8,41.2,77.6,59.4,,,
9021,1996/7/8,17.8,15.55,6.3,18.7,12.4,11.9,60.3,90.3,75.3,,,
9021,1996/7/9,0,13.6,7.4,17.3,9.9,11.9,53.7,87,70.35,,,
9021,1996/7/10,0,11.65,8.9,16.1,7.2,12.5,44.8,80.8,62.8,,,
9021,1996/7/11,0,11.05,11.1,16.6,5.5,13.1,40.3,84.2,62.25,,,
9021,1996/7/12,0,12.95,8.9,17.4,8.5,5.5,47.8,85.7,66.75,,,
9021,1996/7/13,4.4,13.3,8.2,17.4,9.2,8.6,64.4,100,82.2,,,
9021,1996/7/14,0,13.3,5.4,16,10.6,1,60,85.3,72.65,,,
9021,1996/7/15,0,15.35,5.9,18.3,12.4,4.1,61.8,90.3,76.05,,,
9021,1996/7/16,13.6,16.35,6.3,19.5,13.2,5.5,43.3,64.6,53.95,,,
9021,1996/7/17,22.4,15.55,4.3,17.7,13.4,7.4,40,52.7,46.35,,,
9021,1996/7/18,6.4,15.1,5.2,17.7,12.5,6.5,56.8,79.4,68.1,,,
9021,1996/7/19,3.4,14.4,5.6,17.2,11.6,11.2,67.8,97.4,82.6,,,
9021,1996/7/20,0.2,13.8,9.2,18.4,9.2,7.2,61.5,100,80.75,,,
9021,1996/7/21,2.6,15.5,6.8,18.9,12.1,6.1,69.2,100,84.6,,,
9021,1996/7/22,15.4,15.3,5.8,18.2,12.4,6.3,59.8,86.9,73.35,,,
9021,1996/7/23,5.2,13.35,8.7,17.7,9,13.4,60.8,100,80.4,,,
9021,1996/7/24,29.8,13.2,5,15.7,10.7,7,51,70.8,60.9,,,
9021,1996/7/25,6,12.75,11.5,18.5,7,13.1,50.3,100,75.15,,,
9021,1996/7/26,0.8,15.1,11.8,21,9.2,13.5,49.9,100,74.95,,,
9021,1996/7/27,18,15.85,9.3,20.5,11.2,1.8,78.8,100,89.4,,,
9021,1996/7/28,17.8,15,7.6,18.8,11.2,9.7,57.2,93.3,75.25,,,
9021,1996/7/29,0,16.75,8.7,21.1,12.4,8,49.6,86.2,67.9,,,
9021,1996/7/30,9,15.8,3.8,17.7,13.9,4,68.2,86.9,77.55,,,
9021,1996/7/31,4.6,13.3,5.8,16.2,10.4,11,57.6,84.1,70.85,,,
9021,1996/8/1,8.4,14.55,6.7,17.9,11.2,7.7,67.3,100,83.65,,,
9021,1996/8/2,4,14.95,4.7,17.3,12.6,7.7,54.7,74.1,64.4,,,
9021,1996/8/3,2.4,14.95,5.5,17.7,12.2,9.8,61.8,88,74.9,,,
9021,1996/8/4,3.4,12.75,10.5,18,7.5,11.5,56.2,100,78.1,,,
9021,1996/8/5,14.4,12.6,5.2,15.2,10,5.7,78.2,100,89.1,,,
9021,1996/8/6,3.4,9.2,12.6,15.5,2.9,11,49.4,100,74.7,,,
9021,1996/8/7,5.4,13.05,11.9,19,7.1,15.8,65.6,100,82.8,,,
9021,1996/8/8,0,12.95,14.1,20,5.9,16.2,45.4,100,72.7,,,
9021,1996/8/9,0,13.4,15.6,21.2,5.6,16.6,38.9,100,69.45,,,
9021,1996/8/10,0,14.7,13.6,21.5,7.9,8,45.6,100,72.8,,,
9021,1996/8/11,15.8,13.05,7.1,16.6,9.5,13.5,60.9,96.9,78.9,,,
9021,1996/8/12,1,13.5,10.8,18.9,8.1,9,53.1,100,76.55,,,
9021,1996/8/13,18.4,12,4.6,14.3,9.7,13.1,68.8,93.1,80.95,,,
9021,1996/8/14,1,9.5,12.6,15.8,3.2,13.2,45.1,100,72.55,,,
9021,1996/8/15,1.4,11.35,10.7,16.7,6,14,58.9,100,79.45,,,
9021,1996/8/16,1.2,12.2,10.6,17.5,6.9,13.2,57,100,78.5,,,
9021,1996/8/17,0,12.7,7.6,16.5,8.9,17.4,42.1,69.3,55.7,,,
9021,1996/8/18,0,12.7,9.4,17.4,8,17.7,40.3,74.6,57.45,,,
9021,1996/8/19,0,13.3,11.4,19,7.6,12.3,31.9,67.1,49.5,,,
9021,1996/8/20,1.6,15.55,4.7,17.9,13.2,4.1,76.1,100,88.05,,,
9021,1996/8/21,9.4,13.1,6.8,16.5,9.7,12,65.6,100,82.8,,,
9021,1996/8/22,0.8,12.55,10.9,18,7.1,12.2,51.9,100,75.95,,,
9021,1996/8/23,1.2,14.1,8.8,18.5,9.7,10.9,64.8,100,82.4,,,
9021,1996/8/24,12.2,14.8,4.4,17,12.6,15.6,72.3,96,84.15,,,
9021,1996/8/25,0,11.2,13,17.7,4.7,16.4,49.9,100,74.95,,,
9021,1996/8/26,0,12.15,12.7,18.5,5.8,16.2,46.5,100,73.25,,,
9021,1996/8/27,3,15.05,10.5,20.3,9.8,13.8,63.4,100,81.7,,,
9021,1996/8/28,0.6,16.6,7.4,20.3,12.9,14.8,70.1,100,85.05,,,
9021,1996/8/29,0,17.4,12,23.4,11.4,17.3,52.5,100,76.25,,,
9021,1996/8/30,0,16.7,10.6,22,11.4,18.7,49.2,96.5,72.85,,,
9021,1996/8/31,8.8,15.8,6.8,19.2,12.4,16,60.7,93.8,77.25,,,
9021,1996/9/1,0,13.2,12.4,19.4,7,17.4,47.5,100,73.75,,,
9021,1996/9/2,0,14.75,14.3,21.9,7.6,19.6,40.7,100,70.35,,,
9021,1996/9/3,3.8,14.2,8.6,18.5,9.9,14.1,52.6,91.9,72.25,,,
9021,1996/9/4,0.4,13.45,12.1,19.5,7.4,19.6,40.6,89.4,65,,,
9021,1996/9/5,0,16.1,16.2,24.2,8,20.8,35.1,98.9,67,,,
9021,1996/9/6,8,16.2,5,18.7,13.7,13.8,45.5,62.6,54.05,,,
9021,1996/9/7,1.2,14.9,7.2,18.5,11.3,8.6,67.7,100,83.85,,,
9021,1996/9/8,5.4,15.9,9.8,20.8,11,19,64.8,100,82.4,,,
9021,1996/9/9,0,16.75,9.3,21.4,12.1,18,54.6,98.5,76.55,,,
9021,1996/9/10,10.2,16.45,3.3,18.1,14.8,5.5,84.8,100,92.4,,,
9021,1996/9/11,10,12.9,10.2,18,7.8,10.6,54.3,100,77.15,,,
9021,1996/9/12,1.4,14.8,7.8,18.7,10.9,11.6,65,100,82.5,,,
9021,1996/9/13,0,15.9,15.6,23.7,8.1,22.4,43,100,71.5,,,
9021,1996/9/14,3,17.65,7.7,21.5,13.8,12.6,46.4,75.5,60.95,,,
9021,1996/9/15,10.6,18,4.4,20.2,15.8,3.4,70.6,93.1,81.85,,,
9021,1996/9/16,7.2,17.05,6.7,20.4,13.7,13.2,57.6,88.1,72.85,,,
9021,1996/9/17,0.6,18.55,6.1,21.6,15.5,7,64.8,94.9,79.85,,,
9021,1996/9/18,6.6,17.05,4.7,19.4,14.7,18.8,51.5,69.4,60.45,,,
9021,1996/9/19,1,14.25,9.3,18.9,9.6,15.1,61.4,100,80.7,,,
9021,1996/9/20,0,13.95,14.5,21.2,6.7,23.9,44.1,100,72.05,,,
9021,1996/9/21,0,15.25,15.9,23.2,7.3,22.6,45.4,100,72.7,,,
9021,1996/9/22,30.6,14,6,17,11,20.4,47,69.4,58.2,,,
9021,1996/9/23,0.4,15,7.4,18.7,11.3,19,55.2,88.9,72.05,,,
9021,1996/9/24,0,15.3,8.2,19.4,11.2,16.1,51.5,87.3,69.4,,,
9021,1996/9/25,0,13.8,12.6,20.1,7.5,17.6,49.3,100,74.65,,,
9021,1996/9/26,0,13.85,6.9,17.3,10.4,4.9,51.7,80.9,66.3,,,
9021,1996/9/27,33,15.9,7,19.4,12.4,12.9,61.3,95.9,78.6,,,
9021,1996/9/28,0.2,14.2,9.2,18.8,9.6,21.9,48,87.1,67.55,,,
9021,1996/9/29,0,12.4,10.4,17.6,7.2,24.9,47.2,93.6,70.4,,,
9021,1996/9/30,0,11.05,12.9,17.5,4.6,21.5,47,100,73.5,,,
9021,1996/10/1,0.2,13.65,9.5,18.4,8.9,12.1,56.7,100,78.35,,,
9021,1996/10/2,0,14.9,11.2,20.5,9.3,25.1,51.4,100,75.7,,,
9021,1996/10/3,0,14.2,13.2,20.8,7.6,25.8,49.3,100,74.65,,,
9021,1996/10/4,0,16.3,8.4,20.5,12.1,20.6,48.1,82.2,65.15,,,
9021,1996/10/5,0,15.6,9.6,20.4,10.8,21.5,48.8,90.4,69.6,,,
9021,1996/10/6,0,16.25,16.9,24.7,7.8,27.1,32.8,96.5,64.65,,,
9021,1996/10/7,0,21.1,18.8,30.5,11.7,26.5,19,60.4,39.7,,,
9021,1996/10/8,0,17.85,14.3,25,10.7,24.9,53.4,100,76.7,,,
9021,1996/10/9,0,17,6.6,20.3,13.7,14.3,57.5,87.4,72.45,,,
9021,1996/10/10,6.2,14.9,5.4,17.6,12.2,18.4,43.7,62,52.85,,,
9021,1996/10/11,3.8,12.1,15.2,19.7,4.5,27.9,38.8,100,69.4,,,
9021,1996/10/12,0,15.35,17.5,24.1,6.6,28,30.7,94.5,62.6,,,
9021,1996/10/13,0,15.95,17.3,24.6,7.3,28,35.3,100,67.65,,,
9021,1996/10/14,0,17.55,14.1,24.6,10.5,14.2,47.2,100,73.6,,,
9021,1996/10/15,0,15.45,8.9,19.9,11,18.4,51.7,91.5,71.6,,,
9021,1996/10/16,0,13.7,11.8,19.6,7.8,20.2,35.5,76.6,56.05,,,
9021,1996/10/17,0,14.9,15,22.4,7.4,26,41.4,100,70.7,,,
9021,1996/10/18,0.2,15.25,12.3,21.4,9.1,28.7,46.7,100,73.35,,,
9021,1996/10/19,0,19.05,14.7,26.4,11.7,28.5,36,90.2,63.1,,,
9021,1996/10/20,0,26.35,19.1,35.9,16.8,22.4,19.8,61.2,40.5,,,
9021,1996/10/21,17.6,20.8,5.8,23.7,17.9,12.6,69.3,99,84.15,,,
9021,1996/10/22,8.4,19.55,8.1,23.6,15.5,10.6,60.8,100,80.4,,,
9021,1996/10/23,8.2,17.45,5.5,20.2,14.7,17.9,64.7,91.5,78.1,,,
9021,1996/10/24,8.6,14.75,12.3,20.9,8.6,25.4,45.3,100,72.65,,,
9021,1996/10/25,0,15.85,12.9,22.3,9.4,30.4,32.7,74.7,53.7,,,
9021,1996/10/26,0,18.85,13.5,25.6,12.1,30.4,32.3,75.1,53.7,,,
9021,1996/10/27,0,20.2,15.2,27.8,12.6,30.5,30.3,77.5,53.9,,,
9021,1996/10/28,0,22.9,14.6,30.2,15.6,30.5,30.8,74.5,52.65,,,
9021,1996/10/29,0,22.1,15.2,29.7,14.5,26.5,31.7,80,55.85,,,
9021,1996/10/30,0,23.15,7.1,26.7,19.6,22.7,53.7,82.5,68.1,,,
9021,1996/10/31,0,19.05,6.1,22.1,16,18.4,51.5,75.4,63.45,,,
9021,1996/11/1,0,16.4,11.4,22.1,10.7,25.2,41.7,86.3,64,,,
9021,1996/11/2,0,18,11.2,23.6,12.4,29.1,36.1,73,54.55,,,
