station,date,rain,avg_temp,delta_temp,max_temp,min_temp,radiation,max_trh,min_trh,avg_trh,,,,
94030,2000/9/10,0,10.95,11.9,16.9,5,14,45.2,99.8,72.5,,,,
94030,2000/9/11,3.4,9.9,5.8,12.8,7,11.4,47.4,69.9,58.65,,,,
94030,2000/9/12,0.8,11.15,10.3,16.3,6,10.6,38.3,76,57.15,,,,
94030,2000/9/13,0,15.4,14,22.4,8.4,16.1,31.4,77.2,54.3,,,,
94030,2000/9/14,0,14.15,5.7,17,11.3,10.7,55.8,80.7,68.25,,,,
94030,2000/9/15,0.2,12.8,9.4,17.5,8.1,13.1,41,76,58.5,,,,
94030,2000/9/16,0,14.4,10.6,19.7,9.1,17.9,44.9,89.2,67.05,,,,
94030,2000/9/17,0,14.8,7.2,18.4,11.2,13.3,35.5,56.4,45.95,,,,
94030,2000/9/18,0,15.35,5.3,18,12.7,12.1,44.6,62.7,53.65,,,,
94030,2000/9/19,0.4,14.15,3.3,15.8,12.5,12.6,49.6,61.4,55.5,,,,
94030,2000/9/20,2.8,10.45,11.3,16.1,4.8,15.1,39.9,84.9,62.4,,,,
94030,2000/9/21,3,11.95,7.9,15.9,8,15.8,44.3,74.6,59.45,,,,
94030,2000/9/22,0,14.35,8.3,18.5,10.2,14.8,40.4,69.2,54.8,,,,
94030,2000/9/23,0,8.6,5.8,11.5,5.7,7.6,56,83,69.5,,,,
94030,2000/9/24,3,6.85,8.5,11.1,2.6,15.2,57.6,100,78.8,,,,
94030,2000/9/25,0,7.95,8.7,12.3,3.6,17.3,52.5,94.9,73.7,,,,
94030,2000/9/26,1.4,8.55,12.5,14.8,2.3,17.1,45.2,100,72.6,,,,
94030,2000/9/27,0,10.45,10.1,15.5,5.4,8.1,56.8,100,78.4,,,,
94030,2000/9/28,0.2,14.55,10.7,19.9,9.2,15.5,48.7,97.2,72.95,,,,
94030,2000/9/29,0,15.25,7.9,19.2,11.3,15.9,48.6,80.7,64.65,,,,
94030,2000/9/30,1,13.2,11,18.7,7.7,14,35.3,72.4,53.85,,,,
94030,2000/10/1,9.1,8.45,5.5,11.2,5.7,13.2,51.9,75.4,63.65,,,,
94030,2000/10/2,0.6,10.15,11.1,15.7,4.6,11.8,47.7,100,73.85,,,,
94030,2000/10/3,0.1,13.55,7.9,17.5,9.6,14.8,41.5,69.5,55.5,,,,
94030,2000/10/4,0,13.4,11.4,19.1,7.7,12.9,37.6,79,58.3,,,,
94030,2000/10/5,0,19.55,15.9,27.5,11.6,15,25.9,69.6,47.75,,,,
94030,2000/10/6,4,12.65,4.9,15.1,10.2,16.3,67.6,93.3,80.45,,,,
94030,2000/10/7,0,14.35,10.3,19.5,9.2,12.9,47.7,92.9,70.3,,,,
94030,2000/10/8,2.8,10.25,6.7,13.6,6.9,17.1,48.8,76.4,62.6,,,,
94030,2000/10/9,0,11.45,10.7,16.8,6.1,23.1,34,69.1,51.55,,,,
94030,2000/10/10,1.4,9.75,2.5,11,8.5,15.1,66.3,78.4,72.35,,,,
94030,2000/10/11,3.4,9.75,13.1,16.3,3.2,21.7,34.6,83.3,58.95,,,,
94030,2000/10/12,0,12.05,13.1,18.6,5.5,13.7,35.9,85.3,60.6,,,,
94030,2000/10/13,0,15.05,8.7,19.4,10.7,7.3,45.3,79.3,62.3,,,,
94030,2000/10/14,0,10.05,6.7,13.4,6.7,21.4,44.3,69.3,56.8,,,,
94030,2000/10/15,0,7.85,9.3,12.5,3.2,21.9,39.4,74.2,56.8,,,,
94030,2000/10/16,1.4,6.8,7,10.3,3.3,16.2,51.1,82.7,66.9,,,,
94030,2000/10/17,0,9.5,17.4,18.2,0.8,25.9,32.1,100,66.05,,,,
94030,2000/10/18,0,12.85,13.1,19.4,6.3,15.1,42.6,100,71.3,,,,
94030,2000/10/19,1.8,15.05,6.7,18.4,11.7,10.4,68.5,100,84.25,,,,
94030,2000/10/20,1,13.5,9.8,18.4,8.6,25.9,49.2,93.1,71.15,,,,
94030,2000/10/21,0,15.75,15.7,23.6,7.9,26.1,41.6,100,70.8,,,,
94030,2000/10/22,0,19,14.8,26.4,11.6,22.8,35.7,90.1,62.9,,,,
94030,2000/10/23,0,15.9,8.2,20,11.8,20.8,54.3,91.8,73.05,,,,
94030,2000/10/24,0.9,14.55,2.7,15.9,13.2,3.8,82.5,98.3,90.4,,,,
94030,2000/10/25,11.9,11.85,1.3,12.5,11.2,6.3,69.7,76,72.85,,,,
94030,2000/10/26,9.8,11.25,3.7,13.1,9.4,7.4,73.7,94.2,83.95,,,,
94030,2000/10/27,0.2,11.1,5.4,13.8,8.4,18.4,45,64.5,54.75,,,,
94030,2000/10/28,0,8.9,7.4,12.6,5.2,16,46.6,76.9,61.75,,,,
94030,2000/10/29,0,10.45,11.3,16.1,4.8,21.2,47,100,73.5,,,,
94030,2000/10/30,0,12.05,10.9,17.5,6.6,19.2,46.5,95.5,71,,,,
94030,2000/10/31,0.4,13.3,15.2,20.9,5.7,27.2,43.3,100,71.65,,,,
94030,2000/11/1,0,16.05,13.3,22.7,9.4,24.4,48.2,100,74.1,,,,
94030,2000/11/2,0.6,16.4,5.4,19.1,13.7,10.2,62,87.4,74.7,,,,
94030,2000/11/3,1,18.45,10.3,23.6,13.3,15.1,50.5,96.3,73.4,,,,
94030,2000/11/4,10.6,13.4,5,15.9,10.9,14.2,68.1,94.4,81.25,,,,
94030,2000/11/5,0.4,10.9,7.8,14.8,7,17.2,59.4,99.9,79.65,,,,
94030,2000/11/6,2.8,11.55,6.7,14.9,8.2,22.2,57.3,89.3,73.3,,,,
94030,2000/11/7,0,12.05,13.5,18.8,5.3,30.4,41,100,70.5,,,,
94030,2000/11/8,0,15.25,15.3,22.9,7.6,30.1,32.6,87.2,59.9,,,,
94030,2000/11/9,0,17.6,9.2,22.2,13,12.6,44.9,80.2,62.55,,,,
94030,2000/11/10,2.2,17.25,10.5,22.5,12,17.9,55.8,100,77.9,,,,
94030,2000/11/11,3.2,15.4,5.6,18.2,12.6,10.6,75.2,100,87.6,,,,
94030,2000/11/12,0.2,15.75,7.5,19.5,12,15,61.4,99.2,80.3,,,,
94030,2000/11/13,0,15.3,5,17.8,12.8,19.9,70.7,97.5,84.1,,,,
94030,2000/11/14,0,15.1,5.8,18,12.2,24,58.7,85.2,71.95,,,,
94030,2000/11/15,0,17.15,8.9,21.6,12.7,30.5,53.1,93.4,73.25,,,,
94030,2000/11/16,0,14.6,2.8,16,13.2,9.6,79.2,95,87.1,,,,
94030,2000/11/17,1.4,14.7,5.2,17.3,12.1,10.6,71.4,99.9,85.65,,,,
94030,2000/11/18,0,17.9,11,23.4,12.4,30.9,45.2,90.3,67.75,,,,
94030,2000/11/19,0,16.5,9.2,21.1,11.9,25.2,63.6,100,81.8,,,,
94030,2000/11/20,0.6,14.65,5.5,17.4,11.9,26,55.9,79.7,67.8,,,,
94030,2000/11/21,0,14.55,12.9,21,8.1,25.2,37.8,87.1,62.45,,,,
94030,2000/11/22,0,16.6,8.6,20.9,12.3,19.8,47.8,82.5,65.15,,,,
94030,2000/11/23,0,16.95,8.7,21.3,12.6,27.4,33.6,58.3,45.95,,,,
94030,2000/11/24,0,12.95,7.9,16.9,9,29.1,42.6,71.5,57.05,,,,
94030,2000/11/25,0,17.25,10.7,22.6,11.9,28.5,40.9,80.4,60.65,,,,
94030,2000/11/26,0,17.45,14.1,24.5,10.4,23.4,43.9,100,71.95,,,,
94030,2000/11/27,0,13.75,10.9,19.2,8.3,33.3,38.7,78.6,58.65,,,,
94030,2000/11/28,0,19.1,20.6,29.4,8.8,24.7,31.2,100,65.6,,,,
94030,2000/11/29,0,15.85,12.9,22.3,9.4,31.8,32.7,74.7,53.7,,,,
94030,2000/11/30,0,17.3,9,21.8,12.8,20.7,49.8,88,68.9,,,,
94030,2000/12/1,1.2,14.65,9.9,19.6,9.7,27.1,36,68.2,52.1,,,,
94030,2000/12/2,0,16.75,15.1,24.3,9.2,28.5,32.9,86,59.45,,,,
94030,2000/12/3,0.3,19.5,13.8,26.4,12.6,22.3,32,75.4,53.7,,,,
94030,2000/12/4,0,17.15,15.7,25,9.3,33.4,30.9,83.7,57.3,,,,
94030,2000/12/5,0.6,17.2,12.6,23.5,10.9,28.5,43.2,95.9,69.55,,,,
94030,2000/12/6,0.8,12.8,10.8,18.2,7.4,21.1,34.5,70,52.25,,,,
94030,2000/12/7,0,14.25,10.5,19.5,9,22.5,37.1,73.2,55.15,,,,
94030,2000/12/8,1.2,15.45,8.7,19.8,11.1,20.5,42.9,75,58.95,,,,
94030,2000/12/9,0,14.7,13.4,21.4,8,29.9,36.1,85.8,60.95,,,,
94030,2000/12/10,0,16.85,12.5,23.1,10.6,20.5,44.6,98.6,71.6,,,,
94030,2000/12/11,0,19.65,12.7,26,13.3,23.9,42.3,93,67.65,,,,
94030,2000/12/12,1,19.1,7.8,23,15.2,26.3,37.4,60.8,49.1,,,,
94030,2000/12/13,0.2,15.75,8.3,19.9,11.6,22.6,42.2,71.8,57,,,,
94030,2000/12/14,0,14.55,9.3,19.2,9.9,24,36,65.6,50.8,,,,
94030,2000/12/15,0.6,18.35,13.7,25.2,11.5,33.6,32.8,77.4,55.1,,,,
94030,2000/12/16,0,17,13.6,23.8,10.2,32.7,34.9,82.8,58.85,,,,
94030,2000/12/17,0,22.6,19.4,32.3,12.9,32.7,24,78,51,,,,
94030,2000/12/18,0,20.75,5.9,23.7,17.8,25.9,31.7,45.7,38.7,,,,
94030,2000/12/19,0,18.65,12.1,24.7,12.6,31.7,35,74.8,54.9,,,,
94030,2000/12/20,0,21.3,10.6,26.6,16,31.6,25.6,49,37.3,,,,
94030,2000/12/21,0,16.2,9.6,21,11.4,18.5,40.2,74.2,57.2,,,,
94030,2000/12/22,2,21.95,12.5,28.2,15.7,12.9,52.6,100,76.3,,,,
94030,2000/12/23,0,18.7,10.2,23.8,13.6,20.4,28.8,54.6,41.7,,,,
94030,2000/12/24,15.2,13.4,5.2,16,10.8,23.3,55.6,78,66.8,,,,
94030,2000/12/25,4.3,12.25,8.5,16.5,8,28.9,41.6,72.8,57.2,,,,
94030,2000/12/26,0.5,13.75,11.1,19.3,8.2,23.3,35.8,73.6,54.7,,,,
94030,2000/12/27,1.5,10.6,8.6,14.9,6.3,29.6,42.5,75.5,59,,,,
94030,2000/12/28,1.2,11,9.6,15.8,6.2,27,37.9,71.8,54.85,,,,
94030,2000/12/29,2.4,10.55,8.5,14.8,6.3,26.5,39.8,70.2,55,,,,
94030,2000/12/30,0,11.6,8,15.6,7.6,27.1,39,66.1,52.55,,,,
94030,2000/12/31,0,14,16.4,22.2,5.8,34.2,35.1,100,67.55,,,,
94030,2001/1/1,0,18.2,16.4,26.4,10,33.8,34.6,97,65.8,,,,
94030,2001/1/2,0.4,21.9,16.6,30.2,13.6,23.3,33.3,91.9,62.6,,,,
94030,2001/1/3,0,25.35,12.5,31.6,19.1,33.5,33.3,70.1,51.7,,,,
94030,2001/1/4,0,21.15,17.1,29.7,12.6,32.4,34.8,99.5,67.15,,,,
94030,2001/1/5,1.6,20.75,6.9,24.2,17.3,21.3,59.6,91.2,75.4,,,,
94030,2001/1/6,0.3,18.35,5.1,20.9,15.8,6.9,68.4,94.2,81.3,,,,
94030,2001/1/7,0,16.85,2.1,17.9,15.8,7.2,75.6,86.4,81,,,,
94030,2001/1/8,0.4,13.75,8.9,18.2,9.3,24.2,43.6,77.7,60.65,,,,
94030,2001/1/9,0,15.4,15.4,23.1,7.7,33,32.9,88.5,60.7,,,,
94030,2001/1/10,0,19.45,15.7,27.3,11.6,28.9,30.6,81.3,55.95,,,,
94030,2001/1/11,0,21.3,13.6,28.1,14.5,27.8,34.7,80,57.35,,,,
94030,2001/1/12,0,16.75,7.3,20.4,13.1,23,39.7,63.1,51.4,,,,
94030,2001/1/13,0,18.45,9.1,23,13.9,24.2,42.4,75,58.7,,,,
94030,2001/1/14,0,22.1,18.2,31.2,13,10.2,25.7,78.2,51.95,,,,
94030,2001/1/15,0,20.15,5.1,22.7,17.6,20.4,47.5,65.1,56.3,,,,
94030,2001/1/16,0.6,14.1,13,20.6,7.6,33.3,35.5,82.4,58.95,,,,
94030,2001/1/17,0,15.25,5.7,18.1,12.4,13,60.2,86.9,73.55,,,,
94030,2001/1/18,0,17.6,13.6,24.4,10.8,23.5,42.5,100,71.25,,,,
94030,2001/1/19,0,18,12.4,24.2,11.8,28.9,46.4,100,73.2,,,,
94030,2001/1/20,0,24,14.4,31.2,16.8,12.9,29.7,70.6,50.15,,,,
94030,2001/1/21,0,17.7,15,25.2,10.2,31.6,27.5,70.8,49.15,,,,
94030,2001/1/22,0,18.85,9.5,23.6,14.1,30.6,46.7,84.6,65.65,,,,
94030,2001/1/23,0,17.65,10.1,22.7,12.6,25.9,40.3,76.1,58.2,,,,
94030,2001/1/24,0,15.35,3.5,17.1,13.6,1.6,64.7,81,72.85,,,,
94030,2001/1/25,4,15.65,5.7,18.5,12.8,14.6,67.2,96.8,82,,,,
94030,2001/1/26,0,16.25,5.9,19.2,13.3,3.7,58.9,85.8,72.35,,,,
94030,2001/1/27,0.8,19.75,14.7,27.1,12.4,25.7,43.2,100,71.6,,,,
94030,2001/1/28,0,16.95,12.3,23.1,10.8,25.6,30.8,67.2,49,,,,
94030,2001/1/29,0,18.95,11.1,24.5,13.4,22.5,33.2,66.4,49.8,,,,
94030,2001/1/30,0,16.1,8,20.1,12.1,24.1,35.3,58.8,47.05,,,,
94030,2001/1/31,0,14.7,13.8,21.6,7.8,30.8,31.4,76.6,54,,,,
94030,2001/2/1,0,20.85,19.1,30.4,11.3,31.6,28.3,91.9,60.1,,,,
94030,2001/2/2,0,25.85,17.9,34.8,16.9,11.8,20.1,58.2,39.15,,,,
94030,2001/2/3,0,24,9.4,28.7,19.3,23.4,42.2,74.2,58.2,,,,
94030,2001/2/4,0,20,9.8,24.9,15.1,29.2,46.4,85.1,65.75,,,,
94030,2001/2/5,0,16.6,6.4,19.8,13.4,30,34.7,52.1,43.4,,,,
94030,2001/2/6,0,16,15.6,23.8,8.2,30,34.6,93.9,64.25,,,,
94030,2001/2/7,0,20.25,13.5,27,13.5,30.3,33.1,76.3,54.7,,,,
94030,2001/2/8,0,25.45,23.9,37.4,13.5,18.1,21.7,89.9,55.8,,,,
94030,2001/2/9,0.8,22.25,7.3,25.9,18.6,28.1,35,54.6,44.8,,,,
94030,2001/2/10,0,19,8.8,23.4,14.6,23.5,34.4,59.6,47,,,,
94030,2001/2/11,0,16.55,12.9,23,10.1,28.4,34.5,78.5,56.5,,,,
94030,2001/2/12,0,19.9,13,26.4,13.4,12.6,38.7,86.6,62.65,,,,
94030,2001/2/13,0.6,22,10.2,27.1,16.9,23,41.3,76.9,59.1,,,,
94030,2001/2/14,3.2,17.4,8.8,21.8,13,18.4,44.4,77.5,60.95,,,,
94030,2001/2/15,0,13.75,8.3,17.9,9.6,15.5,41,70.3,55.65,,,,
94030,2001/2/16,0,17.8,12.2,23.9,11.7,26.8,36.4,78.6,57.5,,,,
94030,2001/2/17,0,14.7,15.2,22.3,7.1,28.9,39.4,100,69.7,,,,
94030,2001/2/18,0,20.85,19.9,30.8,10.9,23.3,29.3,99.8,64.55,,,,
94030,2001/2/19,0,21.55,10.1,26.6,16.5,3.4,35,65,50,,,,
94030,2001/2/20,0.4,23.5,13.6,30.3,16.7,7.7,44,100,72,,,,
94030,2001/2/21,0,23.9,10.8,29.3,18.5,11.4,16.4,31.5,23.95,,,,
94030,2001/2/22,0,17.55,7.5,21.3,13.8,18.8,45.4,72.9,59.15,,,,
94030,2001/2/23,0,18.4,7.4,22.1,14.7,16.4,52.7,83.8,68.25,,,,
94030,2001/2/24,0,15.2,10.4,20.4,10,24.2,43.8,85.6,64.7,,,,
94030,2001/2/25,0,18.1,9.4,22.8,13.4,19.7,43.6,78.8,61.2,,,,
94030,2001/2/26,0,21,16.4,29.2,12.8,25.3,33.1,90.7,61.9,,,,
94030,2001/2/27,0,16.45,14.3,23.6,9.3,25.3,31.6,78.6,55.1,,,,
94030,2001/2/28,0,15.65,7.1,19.2,12.1,13.3,44.5,70.2,57.35,,,,
94030,2001/3/1,0,13.1,14.2,20.2,6,26.2,36.8,93.1,64.95,,,,
94030,2001/3/2,0,16.8,13.6,23.6,10,23.4,33,78.2,55.6,,,,
94030,2001/3/3,0,17.85,12.7,24.2,11.5,25.1,41.7,92.9,67.3,,,,
94030,2001/3/4,0,18.05,5.9,21,15.1,18.4,51.9,75.2,63.55,,,,
94030,2001/3/5,0,18.25,12.3,24.4,12.1,23.5,43.5,94.3,68.9,,,,
94030,2001/3/6,0,19.65,10.3,24.8,14.5,23.6,40.6,77,58.8,,,,
94030,2001/3/7,0,17.5,9.4,22.2,12.8,18.8,52.7,95.4,74.05,,,,
94030,2001/3/8,3.8,16.8,5.4,19.5,14.1,7.7,67.1,94.5,80.8,,,,
94030,2001/3/9,0.2,20.45,10.5,25.7,15.2,14.3,49.4,94.4,71.9,,,,
94030,2001/3/10,0,20.9,6.6,24.2,17.6,7.5,45.7,68.6,57.15,,,,
94030,2001/3/11,2.2,13.5,13.8,20.4,6.6,22.4,37.2,91.4,64.3,,,,
94030,2001/3/12,0,12.7,5.2,15.3,10.1,8.1,56.4,79.3,67.85,,,,
94030,2001/3/13,0.2,12.8,11.2,18.4,7.2,8.1,39.2,81.8,60.5,,,,
94030,2001/3/14,0,15.05,10.9,20.5,9.6,20.1,43.1,87.1,65.1,,,,
94030,2001/3/15,0,17.15,14.5,24.4,9.9,18.2,40.3,100,70.15,,,,
94030,2001/3/16,0,19.85,17.5,28.6,11.1,16.7,38.1,100,69.05,,,,
94030,2001/3/17,8.6,18.45,4.3,20.6,16.3,7.8,77.5,100,88.75,,,,
94030,2001/3/18,2.8,16.25,4.3,18.4,14.1,11.3,59.1,77.7,68.4,,,,
94030,2001/3/19,0,16.6,6.4,19.8,13.4,8.5,62.4,93.7,78.05,,,,
94030,2001/3/20,0,19.1,9.4,23.8,14.4,11.1,60.1,100,80.05,,,,
94030,2001/3/21,0,18.05,5.1,20.6,15.5,5.2,68.9,94.9,81.9,,,,
94030,2001/3/22,2.4,17.6,3,19.1,16.1,3,87.8,100,93.9,,,,
94030,2001/3/23,9.4,18.75,5.5,21.5,16,14,71.8,100,85.9,,,,
94030,2001/3/24,0,19.65,9.5,24.4,14.9,16.5,43.5,78.5,61,,,,
94030,2001/3/25,1.3,16.35,10.3,21.5,11.2,9.4,42.1,81.2,61.65,,,,
94030,2001/3/26,0.1,15.75,9.9,20.7,10.8,14,46.3,87.3,66.8,,,,
94030,2001/3/27,0.6,12.4,4.2,14.5,10.3,11.8,46.1,60.7,53.4,,,,
94030,2001/3/28,0,12.7,8.2,16.8,8.6,13,45,77,61,,,,
94030,2001/3/29,0,14,11,19.5,8.5,17.8,42.8,87.5,65.15,,,,
94030,2001/3/30,0,14.2,13.2,20.8,7.6,18,42.8,100,71.4,,,,
94030,2001/3/31,0,15.6,11.6,21.4,9.8,13,41.2,86.7,63.95,,,,
94030,2001/4/1,0,14.9,9.4,19.6,10.2,11.2,50.9,93.3,72.1,,,,
94030,2001/4/2,0.7,11.75,7.9,15.7,7.8,13.2,43.2,72.8,58,,,,
94030,2001/4/3,0,12.45,11.3,18.1,6.8,18.1,40,84,62,,,,
94030,2001/4/4,0,13.9,10.2,19,8.8,5.1,41.4,80.4,60.9,,,,
94030,2001/4/5,0,16.75,12.1,22.8,10.7,17.3,36,77.8,56.9,,,,
94030,2001/4/6,0,15,12.8,21.4,8.6,16.7,44,100,72,,,,
94030,2001/4/7,0,18.45,16.5,26.7,10.2,15.2,34,95.7,64.85,,,,
94030,2001/4/8,0,20.65,10.7,26,15.3,9.4,38.7,74.8,56.75,,,,
94030,2001/4/9,11.4,13.15,10.1,18.2,8.1,9.5,47.4,91.7,69.55,,,,
94030,2001/4/10,1,13.55,11.1,19.1,8,15.2,42.5,87.7,65.1,,,,
94030,2001/4/11,3.4,10,3.2,11.6,8.4,4.2,65.2,80.8,73,,,,
94030,2001/4/12,6,10.9,12.4,17.1,4.7,14.7,43.6,99.6,71.6,,,,
94030,2001/4/13,0,13.85,9.3,18.5,9.2,10.6,44.6,81.7,63.15,,,,
94030,2001/4/14,0,17,10.8,22.4,11.6,9.3,35.8,71.1,53.45,,,,
94030,2001/4/15,0,17.25,6.9,20.7,13.8,12.1,50,77.4,63.7,,,,
94030,2001/4/16,0,13.15,10.3,18.3,8,14,46.1,90.5,68.3,,,,
94030,2001/4/17,0.6,15.85,10.7,21.2,10.5,7.5,50.5,100,75.25,,,,
94030,2001/4/18,0,15.95,11.7,21.8,10.1,10.1,46.7,98.8,72.75,,,,
94030,2001/4/19,10.4,11.75,4.3,13.9,9.6,9.7,47.9,63.6,55.75,,,,
94030,2001/4/20,0.8,7.95,9.1,12.5,3.4,10.7,52.5,97.5,75,,,,
94030,2001/4/21,0,8.75,11.5,14.5,3,12.3,46.1,100,73.05,,,,
94030,2001/4/22,0,8.65,11.1,14.2,3.1,8.5,48.2,100,74.1,,,,
94030,2001/4/23,0,11.45,10.1,16.5,6.4,2.7,54.4,100,77.2,,,,
94030,2001/4/24,17.8,13.95,5.7,16.8,11.1,2.6,89.4,100,94.7,,,,
94030,2001/4/25,4.4,14.85,5.9,17.8,11.9,4.7,76.1,100,88.05,,,,
94030,2001/4/26,0,15.45,10.7,20.8,10.1,4.9,49.7,98.8,74.25,,,,
94030,2001/4/27,0,14,5.2,16.6,11.4,8,45.6,63.8,54.7,,,,
94030,2001/4/28,0,10.2,9.8,15.1,5.3,10,53.6,100,76.8,,,,
94030,2001/4/29,0,9.85,9.9,14.8,4.9,11,52.3,100,76.15,,,,
94030,2001/4/30,0,10.35,11.1,15.9,4.8,10.7,49.3,100,74.65,,,,
94030,2001/5/1,0,11.7,7.8,15.6,7.8,6.6,51.9,87,69.45,,,,
94030,2001/5/2,0,10.1,8.2,14.2,6,5.7,59.9,100,79.95,,,,
94030,2001/5/3,0,7.95,6.5,11.2,4.7,3.6,64.7,100,82.35,,,,
94030,2001/5/4,0,10.4,9.8,15.3,5.5,6.7,52.4,100,76.2,,,,
94030,2001/5/5,0,11.25,9.9,16.2,6.3,8,54.9,100,77.45,,,,
94030,2001/5/6,0,11.3,9.4,16,6.6,6.9,59.4,100,79.7,,,,
94030,2001/5/7,0.4,11.45,6.5,14.7,8.2,8.9,64.6,99.4,82,,,,
94030,2001/5/8,0,8.1,10.2,13.2,3,7.9,56.1,100,78.05,,,,
94030,2001/5/9,0,8,9.2,12.6,3.4,4.2,60.4,100,80.2,,,,
94030,2001/5/10,0.6,9.05,5.1,11.6,6.5,7.5,65.2,92,78.6,,,,
94030,2001/5/11,0.2,8.55,4.9,11,6.1,3.8,67.1,93.5,80.3,,,,
94030,2001/5/12,0,8.6,12,14.6,2.6,8.7,47.6,100,73.8,,,,
94030,2001/5/13,0,10.55,8.3,14.7,6.4,6.2,64.6,100,82.3,,,,
94030,2001/5/14,0,12.95,8.9,17.4,8.5,8.4,54.9,98.3,76.6,,,,
94030,2001/5/15,0,11.95,7.1,15.5,8.4,3.5,63.6,100,81.8,,,,
94030,2001/5/16,4.8,13.7,7.8,17.6,9.8,7.4,61.2,100,80.6,,,,
94030,2001/5/17,20,8.45,2.7,9.8,7.1,3.1,65.2,78.4,71.8,,,,
94030,2001/5/18,0.6,9,8.6,13.3,4.7,8.7,48.5,86.7,67.6,,,,
94030,2001/5/19,0,11.8,9.6,16.6,7,8.1,51.4,96.9,74.15,,,,
94030,2001/5/20,0,13.5,4,15.5,11.5,8.1,49.4,64.2,56.8,,,,
94030,2001/5/21,0,10.25,3.5,12,8.5,4,69.9,88.4,79.15,,,,
94030,2001/5/22,0,7.2,5.4,9.9,4.5,3.5,61.5,89.1,75.3,,,,
94030,2001/5/23,0,6.35,11.1,11.9,0.8,2.9,46,98.9,72.45,,,,
94030,2001/5/24,1.4,8.75,7.7,12.6,4.9,6.3,50.1,84.3,67.2,,,,
94030,2001/5/25,2.4,10.15,5.3,12.8,7.5,4.7,70.4,100,85.2,,,,
94030,2001/5/26,0,9.15,8.5,13.4,4.9,7.9,56,99.3,77.65,,,,
94030,2001/5/27,0,10.4,8.2,14.5,6.3,4.7,66.1,100,83.05,,,,
94030,2001/5/28,0,11.75,5.1,14.3,9.2,5.3,71.2,99.8,85.5,,,,
94030,2001/5/29,0,8.8,10,13.8,3.8,7.4,54.5,100,77.25,,,,
94030,2001/5/30,0,8.95,7.7,12.8,5.1,4,58.9,99.1,79,,,,
94030,2001/5/31,0.8,7.25,9.7,12.1,2.4,7.3,50.3,97.8,74.05,,,,
94030,2001/6/1,0.2,7.2,9.8,12.1,2.3,7.5,52.5,100,76.25,,,,
94030,2001/6/2,0,7.4,9.4,12.1,2.7,2.5,54.6,100,77.3,,,,
94030,2001/6/3,0,9.75,7.9,13.7,5.8,3.1,68.3,100,84.15,,,,
94030,2001/6/4,0.2,7.6,8.8,12,3.2,7.8,54.2,98.9,76.55,,,,
94030,2001/6/5,0,9.3,11.6,15.1,3.5,5.8,46.1,100,73.05,,,,
94030,2001/6/6,0.8,8.65,7.5,12.4,4.9,1.1,76.4,100,88.2,,,,
94030,2001/6/7,10.6,9,2.8,10.4,7.6,1,81.7,98.7,90.2,,,,
94030,2001/6/8,1,11.4,9.8,16.3,6.5,5.5,57.2,100,78.6,,,,
94030,2001/6/9,10.2,8.45,1.9,9.4,7.5,3,87.4,99.4,93.4,,,,
94030,2001/6/10,0.2,6.95,9.1,11.5,2.4,7.7,52.4,97.8,75.1,,,,
94030,2001/6/11,0,6.95,8.1,11,2.9,1.6,59.5,100,79.75,,,,
94030,2001/6/12,0,10.9,11.8,16.8,5,5.5,52.3,100,76.15,,,,
94030,2001/6/13,0,10.3,8.8,14.7,5.9,5.6,56.8,100,78.4,,,,
94030,2001/6/14,3.8,6.85,5.7,9.7,4,5.1,62.4,92.3,77.35,,,,
94030,2001/6/15,1,8.1,5,10.6,5.6,3.4,69.7,97.9,83.8,,,,
94030,2001/6/16,0,8.8,9,13.3,4.3,6.6,54.4,100,77.2,,,,
94030,2001/6/17,0,9.1,10,14.1,4.1,4.8,57.2,100,78.6,,,,
94030,2001/6/18,0,10.6,5.8,13.5,7.7,3.8,64.7,95.2,79.95,,,,
94030,2001/6/19,0,8.8,9.4,13.5,4.1,6.6,47.2,89.2,68.2,,,,
94030,2001/6/20,0,9.5,8.8,13.9,5.1,4.1,56.1,100,78.05,,,,
94030,2001/6/21,0.4,10.65,7.9,14.6,6.7,3.6,51.2,86.7,68.95,,,,
94030,2001/6/22,0,12.65,6.5,15.9,9.4,4.1,48.2,73.8,61,,,,
94030,2001/6/23,2.2,12.7,2.6,14,11.4,5.6,52.6,62.4,57.5,,,,
94030,2001/6/24,0,11.85,9.5,16.6,7.1,6.4,42.9,80.3,61.6,,,,
94030,2001/6/25,6.3,11.65,7.5,15.4,7.9,3.7,51.5,84.5,68,,,,
94030,2001/6/26,7.4,6.85,5.3,9.5,4.2,6.2,62.4,89.8,76.1,,,,
94030,2001/6/27,0,8.9,8.8,13.3,4.5,2.2,47.2,85.5,66.35,,,,
94030,2001/6/28,1.2,9.15,4.9,11.6,6.7,2.9,85,100,92.5,,,,
94030,2001/6/29,2.2,9.8,6.4,13,6.6,5.3,66.8,100,83.4,,,,
94030,2001/6/30,0.8,7.75,9.5,12.5,3,4.6,55.9,100,77.95,,,,
94030,2001/7/1,0,9.3,5.4,12,6.6,2.9,71.3,100,85.65,,,,
94030,2001/7/2,0,8.05,8.1,12.1,4,5.8,63.8,100,81.9,,,,
94030,2001/7/3,0,7.05,8.3,11.2,2.9,7.2,57.9,100,78.95,,,,
94030,2001/7/4,0,6.2,10.4,11.4,1,7.5,51.2,100,75.6,,,,
