station,date,rain,avg_temp,delta_temp,max_temp,min_temp,radiation,max_trh,min_trh,avg_trh,metadata,
40458,2000/5/2,26,22.8,3.6,24.6,21,10.2,79.6,99,89.3,,
40458,2000/5/3,0.2,22.45,4.9,24.9,20,13.7,65.4,88.1,76.75,,
40458,2000/5/4,0.8,21.8,9,26.3,17.3,16.2,64.9,100,82.45,,
40458,2000/5/5,0.4,21.6,10,26.6,16.6,15.4,62.6,100,81.3,,
40458,2000/5/6,0.6,23.15,5.5,25.9,20.4,10.5,59.9,83.5,71.7,,
40458,2000/5/7,0,19.25,9.5,24,14.5,16.4,53.6,97,75.3,,
40458,2000/5/8,0,19.6,8.2,23.7,15.5,13.9,58.4,97.2,77.8,,
40458,2000/5/9,2.2,19.5,8.6,23.8,15.2,16.7,58.7,100,79.35,,
40458,2000/5/10,0,18.3,10,23.3,13.3,16.3,55.9,100,77.95,,
40458,2000/5/11,0,18.35,10.7,23.7,13,15.3,54.6,100,77.3,,
40458,2000/5/12,0,18.45,12.1,24.5,12.4,16.1,47.8,100,73.9,,
40458,2000/5/13,0,19.1,12.6,25.4,12.8,16.5,49.3,100,74.65,,
40458,2000/5/14,0,20.35,13.1,26.9,13.8,15.8,49.1,100,74.55,,
40458,2000/5/15,0,18.45,11.1,24,12.9,16.6,37.9,76,56.95,,
40458,2000/5/16,0,18.3,9,22.8,13.8,13.4,49.7,87.5,68.6,,
40458,2000/5/17,0,19.3,8.4,23.5,15.1,12.1,55.6,93.9,74.75,,
40458,2000/5/18,0,16.6,10,21.6,11.6,12.9,55.4,100,77.7,,
40458,2000/5/19,0.4,18.2,7.8,22.1,14.3,9.8,57.9,94.5,76.2,,
40458,2000/5/20,0,18.1,7.6,21.9,14.3,7.5,52.2,84.1,68.15,,
40458,2000/5/21,0,16.6,13.2,23.2,10,15.5,44.3,100,72.15,,
40458,2000/5/22,0.2,17.9,9.6,22.7,13.1,13.9,55.1,100,77.55,,
40458,2000/5/23,0,17.6,6,20.6,14.6,7.4,64.7,94.5,79.6,,
40458,2000/5/24,4.4,17.4,7.2,21,13.8,8.4,63.6,100,81.8,,
40458,2000/5/25,23,18.75,7.1,22.3,15.2,8.6,71.7,100,85.85,,
40458,2000/5/26,0,19.55,9.5,24.3,14.8,12.4,60.9,100,80.45,,
40458,2000/5/27,9.4,20.65,8.3,24.8,16.5,15.2,49.2,82.1,65.65,,
40458,2000/5/28,0,14.85,6.1,17.9,11.8,9.1,38.1,56.4,47.25,,
40458,2000/5/29,0,13.25,10.3,18.4,8.1,15.7,35,68.6,51.8,,
40458,2000/5/30,0,10.95,14.9,18.4,3.5,15.2,31.7,85.4,58.55,,
40458,2000/5/31,0,10.95,13.5,17.7,4.2,15.6,29.6,72.8,51.2,,
40458,2000/6/1,0,12.15,12.5,18.4,5.9,15.4,35,79.7,57.35,,
40458,2000/6/2,0,12.4,15,19.9,4.9,15.4,34,91.3,62.65,,
40458,2000/6/3,0,13.2,15.4,20.9,5.5,15.3,36.4,99.7,68.05,,
40458,2000/6/4,0,13.75,17.1,22.3,5.2,15.4,35.3,100,67.65,,
40458,2000/6/5,0,13.25,15.5,21,5.5,15.2,39,100,69.5,,
40458,2000/6/6,0,12.6,12,18.6,6.6,14.7,31.3,68.8,50.05,,
40458,2000/6/7,0,11.6,14.8,19,4.2,14.6,34.6,92.2,63.4,,
40458,2000/6/8,0,12.25,15.7,20.1,4.4,9.9,38.3,100,69.15,,
40458,2000/6/9,1.4,16.3,7,19.8,12.8,6.7,61.5,96.1,78.8,,
40458,2000/6/10,0,15.25,3.3,16.9,13.6,1,72.8,89.9,81.35,,
40458,2000/6/11,38.4,14.45,4.9,16.9,12,4.3,75.4,100,87.7,,
40458,2000/6/12,4.2,15.6,8.2,19.7,11.5,14.2,59.7,100,79.85,,
40458,2000/6/13,0,15.7,8.8,20.1,11.3,12.6,57,100,78.5,,
40458,2000/6/14,0,15.1,10,20.1,10.1,12.7,58.3,100,79.15,,
40458,2000/6/15,0,16.05,9.3,20.7,11.4,10.3,57.4,100,78.7,,
40458,2000/6/16,0.6,17.15,9.9,22.1,12.2,13.3,57.5,100,78.75,,
40458,2000/6/17,0,15.55,10.3,20.7,10.4,8.9,54.5,100,77.25,,
40458,2000/6/18,0.4,17.25,7.5,21,13.5,10.8,61.1,98.3,79.7,,
40458,2000/6/19,3.2,16.9,8.4,21.1,12.7,11.6,66,100,83,,
40458,2000/6/20,0.6,17.5,8.2,21.6,13.4,10.1,68.2,100,84.1,,
40458,2000/6/21,0,19.4,11,24.9,13.9,12.6,59.7,100,79.85,,
40458,2000/6/22,0,17.9,13.8,24.8,11,14.8,45.7,100,72.85,,
40458,2000/6/23,0,15.7,14.2,22.8,8.6,14.9,43.3,100,71.65,,
40458,2000/6/24,0,13.75,13.1,20.3,7.2,15,36.5,85.7,61.1,,
40458,2000/6/25,0,14.35,13.1,20.9,7.8,13.6,44.1,100,72.05,,
40458,2000/6/26,6.4,16.2,8.4,20.4,12,13.4,66,100,83,,
40458,2000/6/27,2.2,15.2,8,19.2,11.2,6.2,64.8,100,82.4,,
40458,2000/6/28,0.6,15,13,21.5,8.5,14.3,56.6,100,78.3,,
40458,2000/6/29,0,15.8,11,21.3,10.3,10.6,61.6,100,80.8,,
40458,2000/6/30,0,12.35,9.5,17.1,7.6,15.2,35.9,67.1,51.5,,
40458,2000/7/1,0,15.1,12.6,21.4,8.8,14.5,36.9,83,59.95,,
40458,2000/7/2,0,16.1,11.8,22,10.2,11.9,44.6,94.9,69.75,,
40458,2000/7/3,0,15.9,10,20.9,10.9,11.1,51.8,98.2,75,,
40458,2000/7/4,0.4,15.2,5.6,18,12.4,3.5,68.4,98,83.2,,
40458,2000/7/5,5.2,15.1,10.8,20.5,9.7,14,55.2,100,77.6,,
40458,2000/7/6,0,14.15,14.5,21.4,6.9,14.8,43.6,100,71.8,,
40458,2000/7/7,0,13.8,15.2,21.4,6.2,13.3,44,100,72,,
40458,2000/7/8,0,15.05,8.9,19.5,10.6,7.6,54.3,96.3,75.3,,
40458,2000/7/9,0.4,17.9,10.4,23.1,12.7,12.6,50.3,96.8,73.55,,
40458,2000/7/10,0,17.1,11.4,22.8,11.4,14.8,54.1,100,77.05,,
40458,2000/7/11,9.8,14.05,10.5,19.3,8.8,15,48.3,95.4,71.85,,
40458,2000/7/12,0,15.1,12.2,21.2,9,15.4,42.9,94.1,68.5,,
40458,2000/7/13,0,12.1,15.2,19.7,4.5,15.4,31.4,85.5,58.45,,
40458,2000/7/14,0,12.45,15.9,20.4,4.5,15.7,34.6,98.6,66.6,,
40458,2000/7/15,0,13.3,15.4,21,5.6,15.9,37,100,68.5,,
40458,2000/7/16,0,13,14.8,20.4,5.6,16.2,36.3,95.7,66,,
40458,2000/7/17,0,13.4,15.6,21.2,5.6,15.3,34.6,95.7,65.15,,
40458,2000/7/18,0,15.7,13.6,22.5,8.9,12.9,41.1,98.3,69.7,,
40458,2000/7/19,0,14.9,15,22.4,7.4,15.6,48.7,100,74.35,,
40458,2000/7/20,0,14.75,19.3,24.4,5.1,16.3,33.7,100,66.85,,
40458,2000/7/21,0,16,16.8,24.4,7.6,9.2,35,100,67.5,,
40458,2000/7/22,0,14.1,14.6,21.4,6.8,16.4,32.2,83,57.6,,
40458,2000/7/23,0,14.65,15.7,22.5,6.8,16.4,40,100,70,,
40458,2000/7/24,0,14.3,15.6,22.1,6.5,16.3,40.2,100,70.1,,
40458,2000/7/25,0,15.4,14.6,22.7,8.1,15.8,50.8,100,75.4,,
40458,2000/7/26,0,19,11.8,24.9,13.1,13.6,53.4,100,76.7,,
40458,2000/7/27,9.4,11.6,0.8,12,11.2,1,90.6,95.5,93.05,,
40458,2000/7/28,6.2,10.3,15.6,18.1,2.5,17.4,36.1,100,68.05,,
40458,2000/7/29,0,13.05,13.9,20,6.1,13.2,38.5,95.6,67.05,,
40458,2000/7/30,0,14.9,11,20.4,9.4,16.6,52.6,100,76.3,,
40458,2000/7/31,0,14.75,10.5,20,9.5,11.4,57.8,100,78.9,,
40458,2000/8/1,0,15.65,10.7,21,10.3,11.7,53.5,100,76.75,,
40458,2000/8/2,0,15.1,12.4,21.3,8.9,17.2,56.1,100,78.05,,
40458,2000/8/3,0,14.55,13.3,21.2,7.9,16.5,50.9,100,75.45,,
40458,2000/8/4,0.8,15.05,9.7,19.9,10.2,8.1,61.1,100,80.55,,
40458,2000/8/5,14.4,14.8,10.6,20.1,9.5,17.2,52.3,100,76.15,,
40458,2000/8/6,0,15.35,9.3,20,10.7,12.1,56.9,100,78.45,,
40458,2000/8/7,0,15.45,10.9,20.9,10,15.8,61.5,100,80.75,,
40458,2000/8/8,1,16.4,10.2,21.5,11.3,14.3,62.4,100,81.2,,
40458,2000/8/9,0,17.25,12.5,23.5,11,17.5,54.6,100,77.3,,
40458,2000/8/10,0,19.15,12.5,25.4,12.9,18.2,49.3,100,74.65,,
40458,2000/8/11,0,15.3,15.6,23.1,7.5,18.5,33.6,91.7,62.65,,
40458,2000/8/12,0,14.6,13,21.1,8.1,18.2,45.2,100,72.6,,
40458,2000/8/13,0.6,15.45,10.7,20.8,10.1,16.6,52.1,100,76.05,,
40458,2000/8/14,0.8,17.25,9.9,22.2,12.3,15.9,56.1,100,78.05,,
40458,2000/8/15,0,13.7,14.8,21.1,6.3,19.2,32.4,84.9,58.65,,
40458,2000/8/16,0,14.3,16.6,22.6,6,18.9,34.3,100,67.15,,
40458,2000/8/17,0,12.6,16.2,20.7,4.5,19.9,27,78.4,52.7,,
40458,2000/8/18,0,14.35,12.5,20.6,8.1,12.1,44.9,100,72.45,,
40458,2000/8/19,0,15.9,12.6,22.2,9.6,19.8,46.4,100,73.2,,
40458,2000/8/20,0,17.05,13.7,23.9,10.2,18.9,47.9,100,73.95,,
40458,2000/8/21,0,16.05,14.1,23.1,9,20.1,30.4,75,52.7,,
40458,2000/8/22,0,15,14.2,22.1,7.9,20.5,40.6,100,70.3,,
40458,2000/8/23,0,18.2,10.4,23.4,13,15,49,94.2,71.6,,
40458,2000/8/24,0.4,13.55,15.9,21.5,5.6,15.9,26.1,73.7,49.9,,
40458,2000/8/25,0,16.4,12.4,22.6,10.2,21.2,25.9,57.1,41.5,,
40458,2000/8/26,0,15.7,18,24.7,6.7,20.2,25.7,81.6,53.65,,
40458,2000/8/27,0,16.2,18.2,25.3,7.1,20.6,26.7,85.3,56,,
40458,2000/8/28,0,17,14.8,24.4,9.6,6.3,38,97.1,67.55,,
40458,2000/8/29,0,16.85,13.7,23.7,10,21.2,25.3,60.3,42.8,,
40458,2000/8/30,0,15.4,17.6,24.2,6.6,16.8,25.2,78,51.6,,
40458,2000/8/31,0,16.05,19.9,26,6.1,18.5,24.1,86.1,55.1,,
40458,2000/9/1,0,15.5,18.2,24.6,6.4,20.9,28.1,90.6,59.35,,
40458,2000/9/2,1.4,18.1,10.2,23.2,13,21.2,31.7,60.1,45.9,,
40458,2000/9/3,0,17,14.6,24.3,9.7,20.7,25.7,64.9,45.3,,
40458,2000/9/4,0,15.75,17.9,24.7,6.8,21.1,32.5,100,66.25,,
40458,2000/9/5,0,17.4,16.2,25.5,9.3,21.4,36.8,100,68.4,,
40458,2000/9/6,0,18.6,15.6,26.4,10.8,20.2,43.6,100,71.8,,
40458,2000/9/7,0,19.95,12.3,26.1,13.8,16.3,52.7,100,76.35,,
40458,2000/9/8,0,23.25,11.1,28.8,17.7,20.5,21.2,41.5,31.35,,
40458,2000/9/9,0,20.5,16.2,28.6,12.4,22.8,19.9,54.2,37.05,,
40458,2000/9/10,0,17.55,19.1,27.1,8,22.3,23.4,78.4,50.9,,
40458,2000/9/11,0,16.8,13.8,23.7,9.9,21.4,42.3,100,71.15,,
40458,2000/9/12,0,17.7,18.6,27,8.4,21.5,30.6,98.9,64.75,,
40458,2000/9/13,0,17.25,8.7,21.6,12.9,21.2,43,74.6,58.8,,
40458,2000/9/14,0,16.4,14.6,23.7,9.1,22.6,44.7,100,72.35,,
40458,2000/9/15,0,18.9,16.4,27.1,10.7,22.5,38.8,100,69.4,,
40458,2000/9/16,0,19.1,9.6,23.9,14.3,20.7,51.9,94.5,73.2,,
40458,2000/9/17,0,18.8,11.8,24.7,12.9,23.4,45.3,94.8,70.05,,
40458,2000/9/18,0,18.5,15,26,11,23.8,46.7,100,73.35,,
40458,2000/9/19,0,19.15,13.1,25.7,12.6,23.4,51.8,100,75.9,,
40458,2000/9/20,0,19.65,11.7,25.5,13.8,23.7,51.8,100,75.9,,
40458,2000/9/21,0,18.75,12.9,25.2,12.3,23.2,50.5,100,75.25,,
40458,2000/9/22,0,19.8,12.2,25.9,13.7,22.9,51.2,100,75.6,,
40458,2000/9/23,0,20.55,13.3,27.2,13.9,23.5,46.6,100,73.3,,
40458,2000/9/24,0,20.5,13.8,27.4,13.6,23.6,49.1,100,74.55,,
40458,2000/9/25,0,21.7,5.4,24.4,19,18.9,59.6,82.9,71.25,,
40458,2000/9/26,0,20.2,11,25.7,14.7,23.2,53,100,76.5,,
40458,2000/9/27,0,21.95,11.7,27.8,16.1,24.1,49,100,74.5,,
40458,2000/9/28,0,22.65,8.1,26.7,18.6,20.7,50,81.7,65.85,,
40458,2000/9/29,0,22.85,11.5,28.6,17.1,24.4,43.2,86.7,64.95,,
40458,2000/9/30,0,23.4,10.2,28.5,18.3,23.8,46.3,85.6,65.95,,
40458,2000/10/1,0,26.65,13.3,33.3,20,21,42,92,67,,
40458,2000/10/2,0,20.05,9.3,24.7,15.4,24.2,46,81.8,63.9,,
40458,2000/10/3,0,19.25,12.1,25.3,13.2,25,47.1,100,73.55,,
40458,2000/10/4,0,18.85,11.3,24.5,13.2,23.4,53.4,100,76.7,,
40458,2000/10/5,0,18.5,13,25,12,20.8,48.3,100,74.15,,
40458,2000/10/6,0,19.05,15.1,26.6,11.5,25.4,45.7,100,72.85,,
40458,2000/10/7,0,20.9,13.8,27.8,14,24.6,43.4,100,71.7,,
40458,2000/10/8,0,23.15,10.1,28.2,18.1,23.2,49.4,91,70.2,,
40458,2000/10/9,0,22.85,9.9,27.8,17.9,24.4,50.9,92.7,71.8,,
40458,2000/10/10,0,23.45,9.1,28,18.9,24.2,51.1,88.4,69.75,,
40458,2000/10/11,6.8,19.95,5.1,22.5,17.4,5,59.1,81.1,70.1,,
40458,2000/10/12,0.8,19.9,6.8,23.3,16.5,19.4,43,65.6,54.3,,
40458,2000/10/13,0.8,19.35,10.1,24.4,14.3,21,59.2,100,79.6,,
40458,2000/10/14,11.2,21.7,8,25.7,17.7,19,64.5,100,82.25,,
40458,2000/10/15,0,17.95,13.3,24.6,11.3,28.1,30.4,70.2,50.3,,
40458,2000/10/16,0,19.6,13.4,26.3,12.9,26.8,42.7,98.2,70.45,,
40458,2000/10/17,0,19.2,10.2,24.3,14.1,24.4,54,100,77,,
40458,2000/10/18,4.2,19.4,7.2,23,15.8,15.1,49.5,77.5,63.5,,
40458,2000/10/19,0,19.5,10.6,24.8,14.2,22.8,42.2,81.6,61.9,,
40458,2000/10/20,0,21.5,9.6,26.3,16.7,19.4,46.8,84.2,65.5,,
40458,2000/10/21,0,21.45,8.9,25.9,17,16.2,56.6,97.6,77.1,,
40458,2000/10/22,0,20.45,6.9,23.9,17,13.5,64.8,99.1,81.95,,
40458,2000/10/23,0,20.55,6.3,23.7,17.4,16,60.4,89.1,74.75,,
40458,2000/10/24,22.6,20.2,10.2,25.3,15.1,22.5,62,100,81,,
40458,2000/10/25,8.6,21.6,6.6,24.9,18.3,12.3,62.3,93.2,77.75,,
40458,2000/10/26,0.6,22.2,11.2,27.8,16.6,25.8,54.1,100,77.05,,
40458,2000/10/27,0,23.55,10.9,29,18.1,27,51.2,98.8,75,,
40458,2000/10/28,0,22.05,13.7,28.9,15.2,29.4,35.7,82.3,59,,
40458,2000/10/29,3,20.1,4.4,22.3,17.9,6.4,54.6,71.7,63.15,,
40458,2000/10/30,0,20.3,3.2,21.9,18.7,4.7,59,71.9,65.45,,
40458,2000/10/31,30.8,18.85,7.9,22.8,14.9,4.2,66.3,100,83.15,,
40458,2000/11/1,19.8,19.55,10.9,25,14.1,20.4,49.6,97.6,73.6,,
40458,2000/11/2,0.8,19.8,7,23.3,16.3,5.8,64.7,99.9,82.3,,
40458,2000/11/3,10.4,20.75,8.9,25.2,16.3,21.2,57.4,99.3,78.35,,
40458,2000/11/4,0.4,21,11.6,26.8,15.2,24.3,53.6,100,76.8,,
40458,2000/11/5,2.4,22.5,9.4,27.2,17.8,23.6,57.4,100,78.7,,
40458,2000/11/6,4.8,22.8,9.4,27.5,18.1,16.1,53.9,95.4,74.65,,
40458,2000/11/7,0.2,22.05,6.5,25.3,18.8,24,54,80.2,67.1,,
40458,2000/11/8,0.8,19.35,7.7,23.2,15.5,17.3,50.7,81.8,66.25,,
40458,2000/11/9,0,18.2,11.2,23.8,12.6,27.5,52.3,100,76.15,,
40458,2000/11/10,0,20.85,7.7,24.7,17,25.7,42.1,67.6,54.85,,
40458,2000/11/11,0,20.25,9.5,25,15.5,23.2,49.9,89.8,69.85,,
40458,2000/11/12,0,20.05,10.9,25.5,14.6,25.1,54.3,100,77.15,,
40458,2000/11/13,33.6,20.8,5.4,23.5,18.1,8.7,73.9,100,86.95,,
40458,2000/11/14,10,22,6.6,25.3,18.7,21.4,60.2,90,75.1,,
40458,2000/11/15,0.2,22.25,6.3,25.4,19.1,18.6,62.3,91.4,76.85,,
40458,2000/11/16,0,21.45,6.5,24.7,18.2,17.8,64.3,95.7,80,,
40458,2000/11/17,20.2,21.6,5.2,24.2,19,9.4,75.2,100,87.6,,
40458,2000/11/18,5,22.4,5.8,25.3,19.5,15.9,66.7,94.9,80.8,,
40458,2000/11/19,1.6,23.4,6.6,26.7,20.1,18.3,62.5,93.1,77.8,,
40458,2000/11/20,0.4,24.8,9.8,29.7,19.9,21.8,57.8,100,78.9,,
40458,2000/11/21,0.6,23,5.2,25.6,20.4,10.4,65.2,89.3,77.25,,
40458,2000/11/22,0.6,22,6.4,25.2,18.8,21.6,53.7,79.3,66.5,,
40458,2000/11/23,0.4,21.2,8.2,25.3,17.1,29.2,49.9,82.6,66.25,,
40458,2000/11/24,0,20.75,10.9,26.2,15.3,24.3,52.3,100,76.15,,
40458,2000/11/25,0,20.9,11,26.4,15.4,30.6,50,98.4,74.2,,
40458,2000/11/26,0,22.45,9.1,27,17.9,26.7,55.5,96.6,76.05,,
40458,2000/11/27,0,22.4,11.4,28.1,16.7,29.2,48.1,96.3,72.2,,
40458,2000/11/28,0,21.9,13.6,28.7,15.1,31,47.5,100,73.75,,
40458,2000/11/29,0,23.75,15.1,31.3,16.2,30.6,37.6,93.5,65.55,,
40458,2000/11/30,0,24.2,9.2,28.8,19.6,30.6,54.6,94.7,74.65,,
40458,2000/12/1,0,24.35,8.7,28.7,20,31.2,48.5,81.7,65.1,,
40458,2000/12/2,0.2,23.1,7.6,26.9,19.3,27.8,51.9,82.2,67.05,,
40458,2000/12/3,0,22.2,9,26.7,17.7,24.9,50,86.5,68.25,,
40458,2000/12/4,0,21.85,8.5,26.1,17.6,27.8,44.4,74.6,59.5,,
40458,2000/12/5,0.2,21.1,10.8,26.5,15.7,29,55.5,100,77.75,,
40458,2000/12/6,0,21.85,12.9,28.3,15.4,32.4,44.7,98.4,71.55,,
40458,2000/12/7,0,22.8,9.6,27.6,18,31.8,50.4,90.2,70.3,,
40458,2000/12/8,0,23.9,9.8,28.8,19,15.8,49.5,89.2,69.35,,
40458,2000/12/9,2,24.5,14.4,31.7,17.3,31.7,43.9,100,71.95,,
40458,2000/12/10,0,25.25,7.1,28.8,21.7,27.8,56.6,86.3,71.45,,
40458,2000/12/11,0.4,25.95,7.3,29.6,22.3,31.3,52.8,81.4,67.1,,
40458,2000/12/12,0,25.9,8.4,30.1,21.7,27.5,52.7,86.7,69.7,,
40458,2000/12/13,0,26.35,6.1,29.4,23.3,26.2,53.7,76.9,65.3,,
40458,2000/12/14,0,26.3,5.4,29,23.6,12.3,54.7,75.2,64.95,,
40458,2000/12/15,6.6,23.7,6.4,26.9,20.5,10,66.9,98.3,82.6,,
40458,2000/12/16,0,24.2,9.6,29,19.4,23.4,50.2,89.3,69.75,,
40458,2000/12/17,1,23.25,10.3,28.4,18.1,31,50.4,93.9,72.15,,
40458,2000/12/18,1.4,23.5,8.6,27.8,19.2,29.1,51.4,86.3,68.85,,
40458,2000/12/19,0,22.4,12,28.4,16.4,30.6,50.2,100,75.1,,
40458,2000/12/20,0,23.85,9.1,28.4,19.3,31,48.6,84,66.3,,
40458,2000/12/21,0,23.15,9.9,28.1,18.2,29.1,47.4,86.2,66.8,,
40458,2000/12/22,0,23.95,9.7,28.8,19.1,31.2,44.2,79.2,61.7,,
40458,2000/12/23,0,23.85,12.1,29.9,17.8,33.1,43.9,90.8,67.35,,
40458,2000/12/24,0,26.1,11.2,31.7,20.5,32.4,47.3,91.7,69.5,,
40458,2000/12/25,0,27.1,8.2,31.2,23,18.4,54.6,88.3,71.45,,
40458,2000/12/26,0,27.75,9.1,32.3,23.2,24.3,49.6,84.4,67,,
40458,2000/12/27,9.8,25.5,8,29.5,21.5,16.8,59.4,95.6,77.5,,
40458,2000/12/28,11.6,22.85,3.1,24.4,21.3,6.9,80.8,97.5,89.15,,
40458,2000/12/29,23.4,21.85,5.3,24.5,19.2,4.2,73.2,100,86.6,,
40458,2000/12/30,11.4,23.1,8,27.1,19.1,26.4,57.2,92.8,75,,
40458,2000/12/31,0.2,23.15,8.9,27.6,18.7,26.8,52.3,89.5,70.9,,
40458,2001/1/1,1.6,24.35,11.3,30,18.7,17.6,43.8,86.3,65.05,,
40458,2001/1/2,0,22.55,8.9,27,18.1,30.5,50.2,86.2,68.2,,
40458,2001/1/3,0,22.3,10,27.3,17.3,32,48.5,89.2,68.85,,
40458,2001/1/4,0,22.25,10.9,27.7,16.8,32.6,47.4,92,69.7,,
40458,2001/1/5,0,21.95,11.5,27.7,16.2,28.6,50.4,100,75.2,,
40458,2001/1/6,0,22.85,10.1,27.9,17.8,30.1,48.4,89.3,68.85,,
40458,2001/1/7,0,23.6,10.6,28.9,18.3,28.6,53,100,76.5,,
40458,2001/1/8,0,24.25,10.3,29.4,19.1,28.7,53.9,100,76.95,,
40458,2001/1/9,0.2,24.15,9.7,29,19.3,28.7,45.2,80.9,63.05,,
40458,2001/1/10,0,21.95,10.1,27,16.9,27,48.3,89.4,68.85,,
40458,2001/1/11,0,23.1,9,27.6,18.6,23.2,56.1,96.6,76.35,,
40458,2001/1/12,0,24.25,10.3,29.4,19.1,29.5,49.8,92.3,71.05,,
40458,2001/1/13,0,26.25,8.7,30.6,21.9,31.1,49.4,82.6,66,,
40458,2001/1/14,0,26.3,8.2,30.4,22.2,28.4,53,86,69.5,,
40458,2001/1/15,0,25.35,8.5,29.6,21.1,29.3,50.9,84.4,67.65,,
40458,2001/1/16,0,26.8,6.8,30.2,23.4,19.8,55.7,83.1,69.4,,
40458,2001/1/17,0,26.6,8,30.6,22.6,25.2,52.6,84.3,68.45,,
40458,2001/1/18,25.2,24.3,9.6,29.1,19.5,25.5,64.8,100,82.4,,
40458,2001/1/19,0.4,23.95,7.7,27.8,20.1,24.8,51.4,81.6,66.5,,
40458,2001/1/20,9.8,23.85,8.1,27.9,19.8,26.3,54,87.9,70.95,,
40458,2001/1/21,3.4,25.15,7.7,29,21.3,26.1,63.7,100,81.85,,
40458,2001/1/22,0,25.4,8.4,29.6,21.2,30.4,57.9,95.4,76.65,,
40458,2001/1/23,0,25.35,9.7,30.2,20.5,30.6,57.6,100,78.8,,
40458,2001/1/24,0,24.65,7.7,28.5,20.8,30.9,52.9,83.9,68.4,,
40458,2001/1/25,0,25.1,9,29.6,20.6,26.2,59.6,100,79.8,,
40458,2001/1/26,0.6,27.1,9.2,31.7,22.5,30.6,51.1,87.7,69.4,,
40458,2001/1/27,0,28,9.4,32.7,23.3,28.8,51.4,88.8,70.1,,
40458,2001/1/28,0.8,28.85,8.7,33.2,24.5,23.1,57.4,95,76.2,,
40458,2001/1/29,0,28.2,7.4,31.9,24.5,29.7,58.2,89.5,73.85,,
40458,2001/1/30,0,27,7.6,30.8,23.2,25.3,59,92.2,75.6,,
40458,2001/1/31,0,25.7,3,27.2,24.2,3.6,71.5,85.5,78.5,,
40458,2001/2/1,27.2,23.1,4.6,25.4,20.8,3.5,84.5,100,92.25,,
40458,2001/2/2,123.8,24,6,27,21,10.5,73.8,100,86.9,,
40458,2001/2/3,22.2,25.25,4.9,27.7,22.8,11.7,80.2,100,90.1,,
40458,2001/2/4,8,25.85,5.3,28.5,23.2,21.3,65.8,90.1,77.95,,
40458,2001/2/5,0,24.1,9.6,28.9,19.3,31.8,53.5,95.2,74.35,,
40458,2001/2/6,0,23.8,9.6,28.6,19,27.5,57.2,100,78.6,,
40458,2001/2/7,0.4,24.5,7.6,28.3,20.7,22.9,56.9,89.7,73.3,,
40458,2001/2/8,7.2,23,5.2,25.6,20.4,12.6,75.3,100,87.65,,
40458,2001/2/9,3.2,24.2,7.2,27.8,20.6,21.5,57.3,88.2,72.75,,
40458,2001/2/10,0,23.65,9.7,28.5,18.8,29.4,53.2,95.4,74.3,,
40458,2001/2/11,0,23.9,9.4,28.6,19.2,26.7,54.7,96.2,75.45,,
40458,2001/2/12,0,24.25,8.3,28.4,20.1,23.6,58.4,96.1,77.25,,
40458,2001/2/13,0,23.85,10.1,28.9,18.8,26.2,56.3,100,78.15,,
40458,2001/2/14,0,23.95,11.5,29.7,18.2,28.6,55.6,100,77.8,,
40458,2001/2/15,0,24.3,10.4,29.5,19.1,27,56,100,78,,
40458,2001/2/16,0,22.5,7,26,19,9.6,67.3,100,83.65,,
40458,2001/2/17,4,22.75,7.9,26.7,18.8,17.8,58.8,95,76.9,,
40458,2001/2/18,0,22.05,8.9,26.5,17.6,24,58.4,100,79.2,,
40458,2001/2/19,0.2,22.2,8,26.2,18.2,20,53.8,87.6,70.7,,
40458,2001/2/20,0,22.2,10.2,27.3,17.1,23.5,51.5,96,73.75,,
40458,2001/2/21,0,22.5,12,28.5,16.5,25,56.5,100,78.25,,
40458,2001/2/22,0,24.1,10.8,29.5,18.7,26.8,56.5,100,78.25,,
40458,2001/2/23,0,24.55,10.1,29.6,19.5,26,56.2,100,78.1,,
40458,2001/2/24,0,24.7,10.6,30,19.4,26.3,54.7,100,77.35,,
40458,2001/2/25,0,24.55,10.5,29.8,19.3,28,55.6,100,77.8,,
40458,2001/2/26,0,25.15,11.5,30.9,19.4,27.9,50.4,99.9,75.15,,
40458,2001/2/27,0,25.8,12.2,31.9,19.7,27,53.1,100,76.55,,
40458,2001/2/28,0,25.1,8.8,29.5,20.7,25.9,61.4,100,80.7,,
40458,2001/3/1,0,25.7,8.4,29.9,21.5,21.3,59.7,98.3,79,,
40458,2001/3/2,0,24.75,9.5,29.5,20,22.2,57,100,78.5,,
40458,2001/3/3,0.8,24.45,7.1,28,20.9,17.4,59,90.3,74.65,,
40458,2001/3/4,0,23.45,10.9,28.9,18,18.9,42.2,81.4,61.8,,
40458,2001/3/5,0,24.15,10.1,29.2,19.1,15,43.9,80.5,62.2,,
40458,2001/3/6,0,24.35,7.5,28.1,20.6,17.2,53.1,83.3,68.2,,
40458,2001/3/7,1.6,23.75,8.1,27.8,19.7,12.5,55.4,90.2,72.8,,
40458,2001/3/8,8,24.9,9,29.4,20.4,19.8,58.8,100,79.4,,
40458,2001/3/9,0,26.25,7.7,30.1,22.4,17.2,53,83.5,68.25,,
40458,2001/3/10,146.6,24.55,8.1,28.6,20.5,20.8,72.3,100,86.15,,
40458,2001/3/11,12.4,25.4,5.4,28.1,22.7,19.6,73.9,100,86.95,,
40458,2001/3/12,0.4,25.45,7.5,29.2,21.7,22.1,65.4,100,82.7,,
